id,target
936,0.062118597
937,0.49926963
942,0.16982341
944,0.5918997
951,0.026315495
952,0.03896242
953,0.45860147
959,0.14268947
961,0.056676343
962,0.17623429
964,0.17251703
967,0.15388735
968,0.04082687
971,0.07065897
973,0.033671055
975,0.047789373
976,0.26271316
977,0.3205291
982,0.25972867
983,0.10690254
984,0.20586291
985,0.26439026
989,-0.0015012895
991,0.09275527
994,0.29871383
996,0.9607435
1000,0.6938663
1005,0.9858198
1008,0.04388451
1009,0.04935832
1010,0.13313164
1018,0.045437507
1019,0.016762082
1021,0.007225429
1024,0.4476732
1025,0.054237437
1028,0.73366004
1030,-0.00887571
1031,0.6168555
1032,0.66715986
1033,0.18711162
1034,0.06824019
1037,0.6275738
1042,0.20814289
1045,-0.0076298723
1046,0.60868585
1047,0.3781029
1048,-0.017430646
1049,0.8510238
1055,0.29158399
1061,0.020970143
1069,0.12727259
1072,0.15294868
1073,0.5300719
1075,0.83369076
1076,0.38031474
1086,0.11723262
1087,0.7079168
1088,0.42934898
1089,0.194306
1091,0.022145461
1093,0.050653983
1094,0.800647
1097,0.16610713
1098,0.5028741
1102,0.56486154
1103,0.28804436
1105,0.6230052
1108,0.25421363
1117,0.042483203
1126,0.043009058
1136,-0.026027579
1143,0.298833
1144,0.17463347
1145,0.62854207
1147,0.21974073
1148,0.046357363
1151,0.2917094
1155,0.74304634
1157,0.37059382
1158,-0.004361297
1159,0.69320464
1162,0.01676668
1164,0.014077292
1165,-0.0074216104
1169,0.07190923
1171,0.61978537
1173,0.063023515
1174,0.5386907
1175,0.1708477
1177,0.14560087
1178,0.18778604
1179,0.044891484
1180,0.036785483
1181,0.118240386
1182,0.36766577
1183,0.035534568
1186,0.13229863
1189,0.4777257
1191,0.16777413
1192,0.46100473
1193,0.38891995
1195,-0.008261798
1196,0.3264484
1197,0.5722938
1198,0.06833511
1199,0.6289235
1202,0.06630959
1203,0.086408034
1210,0.03674107
1211,0.23100157
1217,-0.021637296
1218,0.07108186
1220,0.87369514
1223,0.039735846
1224,0.4327103
1225,0.9459619
1227,0.077229515
1237,0.09573833
1238,0.46595493
1244,0.18320715
1246,0.013709412
1249,0.0139837125
1250,0.0002605346
1254,0.9751783
1257,0.11822486
1258,0.024025163
1262,0.0066133873
1269,0.7634022
1270,0.26303166
1273,0.026718605
1274,0.121536896
1275,0.7654715
1277,0.08609397
1278,0.11766593
1283,0.0058679604
1284,0.6943145
1286,0.9447642
1292,0.17385654
1296,0.09132454
1300,0.079488374
1301,0.15301314
1308,0.049482677
1312,0.10106724
1313,0.46182716
1314,0.043819677
1316,0.06625735
1317,0.36083448
1318,0.7219911
1321,0.3015915
1323,0.8839597
1324,0.2116124
1326,0.82076114
1327,0.1315544
1328,0.7786011
1329,0.3561671
1333,-0.055616565
1335,0.28519177
1341,0.27774987
1343,0.09834413
1344,0.021040974
1349,0.26301873
1350,0.13582407
1357,0.92841154
1360,0.042247552
1363,0.116392404
1365,-0.011986694
1367,0.03411954
1373,0.13581592
1374,0.051811818
1378,0.07994215
1379,0.73342365
1381,0.19752046
1386,0.5011958
1389,0.016063994
1392,-0.026065953
1393,0.095652685
1394,0.0513161
1397,-0.056587167
1400,0.3229522
1402,0.060015492
1403,0.073656805
1405,0.112650484
1407,0.107517965
1414,0.76870525
1417,0.041163642
1420,0.1185936
1422,0.23219998
1423,0.073943384
1425,0.012165201
1436,0.02113841
1443,0.06170637
1451,0.5535249
1457,1.0057548
1460,0.7325273
1461,0.5265608
1462,0.28581524
1466,0.08854774
1467,0.081256844
1468,0.6035329
1469,0.19033557
1473,0.026026795
1474,0.039404314
1476,-0.0007529671
1477,0.431122
1478,0.06833808
1479,0.10985343
1480,0.9182671
1483,0.15800066
1484,0.27321663
1485,0.25992227
1492,-0.0006899537
1498,0.21130617
1500,0.08062942
1501,0.11380032
1503,0.9502399
1505,0.3912262
1506,0.025042003
1508,0.51456475
1510,0.13802308
1511,0.91107917
1513,-0.019648997
1514,0.07239177
1516,0.81475633
1519,0.09468178
1523,0.053061903
1524,-0.035121564
1533,-0.01596462
1535,0.0857854
1538,0.20283823
1541,0.04162115
1542,0.029503495
1544,0.052803393
1545,0.46373573
1549,0.14869149
1550,-0.011553977
1551,0.19512384
1554,0.48234537
1563,0.12906544
1571,0.9849294
1574,0.45094028
1577,0.2564447
1579,0.12861204
1580,0.13215353
1581,0.24389248
1582,0.07415558
1583,0.11232161
1585,0.09602539
1586,0.8469535
1591,0.17084393
1595,0.20228246
1599,0.12620361
1600,0.090575695
1604,0.040410522
1606,0.73941076
1607,0.013658582
1612,0.091373704
1615,0.12257029
1618,1.0972414
1619,0.8126564
1620,0.92877644
1621,0.8271465
1622,0.053521264
1623,0.092575245
1624,-0.03559104
1629,0.057915658
1631,0.05340556
1635,0.0459927
1637,0.9740678
1639,0.055178393
1640,0.04119038
1642,-0.003717135
1643,0.14526963
1644,0.07105576
1645,0.7996354
1649,0.12992963
1650,0.1299177
1651,0.10173038
1654,0.018872509
1655,0.027028775
1656,0.093350045
1660,0.1294581
1663,0.15726198
1665,0.1734362
1666,0.26247585
1668,0.8102684
1670,0.12155914
1671,0.9679767
1673,0.5504675
1674,0.023259904
1675,0.024558948
1677,0.8133012
1678,0.20947103
1679,0.575007
1681,0.104695745
1684,0.16483639
1686,0.87751764
1687,0.34279415
1690,0.43145093
1692,0.6819972
1695,1.007837
1696,0.2769684
1697,0.70876914
1699,0.25292587
1700,0.13134992
1701,0.060971536
1705,0.7317908
1707,-0.014689112
1713,0.72647375
1714,0.029950144
1717,0.053646073
1719,0.2265519
1721,0.8297685
1722,-0.0030119726
1723,0.37021178
1724,0.04598823
1727,0.22188476
1729,0.111282445
1733,0.072465226
1734,1.1295462
1737,0.09228836
1738,0.6755317
1743,0.42791593
1745,0.30493304
1748,0.6887439
1749,0.9826462
1751,0.024131183
1753,-0.038300376
1754,0.0069254874
1759,0.10747433
1761,0.2675024
1762,0.003981051
1764,0.9590157
1768,0.30891684
1772,0.19078527
1774,0.063183844
1775,0.013510519
1780,0.02637849
1782,-0.058626097
1783,0.7203543
1794,0.53678626
1795,0.079265736
1796,0.105675146
1797,0.0556329
1798,0.033569336
1799,0.21537058
1801,0.15509094
1803,-0.0120552275
1806,0.011059983
1807,0.11554085
1810,0.001376488
1811,0.22239435
1813,0.09554832
1816,0.005242387
1823,0.23270689
1825,0.31895486
1826,0.06372695
1830,0.04401493
1831,0.118230954
1832,0.6886504
1836,0.0071721678
1837,1.0191109
1839,0.48446918
1840,0.56416804
1844,0.6638822
1846,0.18201342
1851,0.10845822
1855,0.25165448
1860,0.55927235
1872,-0.038762353
1873,0.0721472
1876,0.11526615
1877,0.16969237
1878,-0.039869413
1880,0.253471
1884,0.22303055
1885,0.3086334
1886,0.56900024
1894,0.003481576
1895,1.1369826
1896,0.54569775
1898,-0.00024866834
1902,0.009320559
1903,0.6021342
1905,0.08457294
1906,0.08089946
1908,0.022160087
1909,0.25475344
1910,0.21857998
1911,0.16794975
1914,0.05002088
1916,0.27089038
1917,0.5317353
1921,0.035281707
1923,0.6226904
1926,0.122475766
1928,0.12431999
1934,0.03589556
1935,0.03163396
1936,0.089317985
1937,0.3442837
1938,0.262595
1940,0.18859468
1941,0.9406809
1943,0.7871384
1946,0.68742234
1948,0.27890676
1953,0.9549127
1954,0.29019025
1964,0.1701811
1966,0.823075
1967,-0.023364974
1968,0.7486914
1970,0.002117933
1971,0.43485683
1977,-0.013173243
1978,0.9213292
1980,0.84771097
1985,0.67071503
1987,0.102799684
1991,0.5285807
1993,0.11858813
1994,0.47063708
1998,1.0232438
1999,0.3182002
2000,0.65590286
2001,0.019607147
2003,0.72134095
2004,0.28425786
2005,0.12590595
2006,-0.027894927
2010,0.84495175
2012,-0.016602745
2014,0.013354025
2016,0.12459951
2019,0.06752524
2021,0.06226968
2022,0.029159768
2023,0.13332611
2026,-0.0297294
2029,-0.07773888
2031,0.15583241
2034,0.7428735
2036,0.73844016
2038,0.16063148
2039,0.0064733834
2044,0.27136013
2046,0.23258738
2048,0.016142363
2054,-0.011086229
2055,0.7371582
2058,0.7630596
2061,0.07348058
2063,0.20350738
2066,0.08313371
2069,0.09071407
2072,0.2544466
2073,0.015354418
2077,1.0332531
2084,-0.0048287306
2085,0.85239506
2087,0.79582644
2089,0.14707911
2090,0.035933513
2091,0.0964548
2092,0.6670147
2093,0.38902578
2098,0.025401874
2100,0.0916873
2101,0.04212068
2104,0.9431517
2111,0.17533104
2112,0.052477974
2113,0.53881955
2115,0.39882964
2117,0.11456393
2118,0.17019431
2121,0.37036112
2126,0.9750669
2130,0.38378695
2132,0.10015505
2134,0.14679033
2137,-0.004445801
2138,0.37755528
2140,0.01777572
2141,0.14604154
2142,0.18578084
2144,0.4798707
2145,0.117084116
2146,0.17127687
2147,0.051842023
2150,0.30853552
2151,0.13336605
2154,0.16855378
2155,-0.009788439
2156,0.5685149
2157,0.90923935
2158,0.6671273
2164,0.03633905
2169,0.27279764
2170,0.067097425
2172,0.14362387
2179,0.6105322
2181,0.04039551
2185,0.065152645
2188,0.011321129
2189,0.12222828
2191,0.38390037
2194,0.12011806
2201,0.1695555
2202,0.095245786
2203,0.07613206
2204,0.02515145
2207,0.80359966
2210,0.006163642
2212,0.27147102
2213,0.89877516
2217,0.10006173
2218,-0.00035191598
2225,0.6085402
2227,0.5539113
2230,0.2519708
2232,0.6781846
2233,0.055949412
2239,0.10708413
2243,0.9137841
2245,1.0337697
2249,-0.013602818
2251,0.68169206
2254,0.1671536
2258,0.59702885
2259,0.91301596
2260,0.04258471
2262,0.24691181
2263,0.057240307
2264,0.033236288
2265,0.11400557
2266,0.69727594
2273,0.17713603
2276,0.08876689
2279,0.48229456
2281,0.25823718
2284,0.06731618
2285,0.984983
2288,0.00044006892
2291,0.045687534
2294,0.09941279
2300,0.058670443
2301,0.32171163
2302,0.031704634
2303,0.26013142
2304,0.87017107
2306,0.096359275
2307,0.36970922
2309,0.1610723
2310,0.24646187
2311,0.7682898
2313,0.14121144
2314,0.012921024
2316,0.014067958
2318,0.11112404
2321,-0.0018506696
2325,0.044437014
2327,0.41853297
2328,0.77469915
2329,0.78462195
2334,0.07335857
2335,0.11680077
2336,0.6885259
2338,0.031223418
2342,0.18034917
2344,0.24524891
2347,0.5539938
2348,0.054705583
2352,0.14572012
2355,0.043147594
2356,0.049748022
2357,0.039700393
2361,0.10282157
2364,0.80796456
2365,0.0390813
2366,0.4580946
2367,0.15238935
2373,0.061109785
2376,0.11882281
2377,0.07983203
2378,0.24862504
2379,0.71580297
2380,0.080494836
2381,0.7537599
2384,-0.031717267
2386,0.42475533
2388,0.101210155
2390,0.37088156
2392,0.097553514
2393,0.032157212
2394,0.9803614
2395,0.2706313
2397,-0.019374806
2400,0.39514995
2403,0.07589415
2406,0.6154268
2407,0.03358248
2408,0.018334009
2411,0.15885323
2413,0.9084281
2417,0.05813999
2422,0.010341405
2425,-0.0029607022
2426,0.7723441
2429,0.71100396
2432,0.16374351
2435,0.075741045
2437,0.014397883
2438,0.5563018
2440,-0.0036203777
2443,0.042061817
2444,0.15021463
2445,-0.02145821
2448,-0.0035089864
2450,-0.03613544
2451,0.020750707
2455,0.45066538
2456,-0.018680142
2458,0.7328291
2460,0.3336476
2461,0.7051043
2463,0.0054233875
2467,-0.063342854
2469,0.0682794
2473,0.038378194
2476,0.17390263
2482,0.35232067
2486,0.16150679
2488,0.77287287
2492,0.010089596
2493,0.45953435
2496,0.018800365
2497,0.049957324
2501,-0.0086856745
2505,0.07595132
2509,0.1250052
2510,0.9135398
2511,0.05619523
2512,0.36476168
2514,0.8274047
2516,0.0034193294
2519,0.008020455
2521,0.45220086
2524,0.08504893
2526,0.4096071
2531,0.03075106
2534,0.37073764
2537,0.067316964
2541,0.15384686
2542,0.0032024246
2543,0.03878732
2546,0.012073154
2549,0.11570821
2550,0.1074689
2552,0.07956102
2553,0.057832267
2554,0.7964914
2559,0.120459385
2562,0.15380442
2566,0.25895914
2569,0.06409695
2577,0.07494262
2578,0.33761412
2581,0.29520577
2583,-0.00566785
2584,0.10616734
2585,0.1342336
2588,-0.00011571485
2589,0.23265785
2590,0.12258059
2596,0.16367424
2597,0.102152385
2599,0.1551667
2601,0.07281844
2602,0.95565397
2604,0.033865795
2608,0.23871689
2610,0.7634147
2615,0.3718629
2616,0.1678644
2617,-0.008704107
2618,0.06952086
2619,0.07505088
2620,-0.0074124425
2624,0.20401731
2626,0.14642258
2631,0.09873263
2632,0.29721478
2634,0.036941856
2635,-0.030874778
2637,0.22211106
2643,0.03409267
2644,1.0491147
2645,0.05078133
2647,0.24191138
2648,0.024945088
2650,0.62733084
2651,0.08589765
2652,0.03735738
2653,0.9357613
2654,0.11243649
2658,0.092558
2659,0.12037318
2660,0.875256
2663,0.37338844
2667,0.021845104
2670,0.015090591
2671,0.12254795
2673,-0.022057913
2675,0.11765961
2679,0.0053904178
2680,0.24501027
2683,0.08471734
2690,0.12249548
2691,-0.018961057
2699,0.066128716
2700,0.42978764
2701,0.010831215
2704,1.0858573
2707,0.07611391
2709,0.8175941
2710,0.07291606
2711,0.7051773
2712,0.5873335
2719,0.04743491
2720,0.64358664
2721,0.15872125
2723,0.090960465
2732,0.44221652
2734,-0.008136137
2735,0.104486726
2737,0.0606411
2744,0.14599487
2748,-0.001101696
2749,0.3521264
2753,0.18532684
2755,0.07513032
2756,0.4586808
2758,0.002914952
2759,0.20189019
2761,0.9214289
2765,0.050912436
2772,0.0892918
2778,0.1799101
2786,0.18528305
2789,-0.0036555706
2792,0.22766052
2801,0.022984171
2802,0.31034532
2812,0.093746774
2813,-0.0015728994
2815,0.0033430262
2816,0.4780132
2817,0.9691717
2818,-0.005252152
2820,0.2968181
2822,0.013611165
2824,0.21214749
2827,0.34661603
2830,0.4549117
2834,0.027632007
2837,0.04063813
2838,0.17791353
2839,0.22457835
2844,0.35499373
2845,-0.0041858936
2846,0.11967201
2850,0.015877288
2856,0.046292953
2857,0.07277533
2858,0.41583
2865,0.08306001
2866,0.17246008
2870,0.24937029
2872,-0.03031802
2875,0.0542094
2877,0.17392103
2878,0.63075435
2879,0.30681452
2882,0.04538363
2886,0.06375217
2892,0.55035466
2895,0.13666746
2898,0.25003198
2902,0.08683051
2904,0.20621283
2906,0.0006546393
2908,0.81450075
2913,0.08140983
2914,0.13195169
2918,1.0856272
2922,0.013696166
2924,0.34201202
2927,0.21236418
2929,0.022910628
2931,0.6662317
2932,0.019676428
2937,0.21758103
2938,0.36665815
2940,0.32467842
2942,0.1757588
2945,0.038055677
2946,0.09562484
2947,0.038639765
2949,0.36873484
2950,0.07689924
2957,-0.011222327
2961,0.37851015
2964,0.4966568
2965,0.19204792
2971,0.028588578
2975,0.12880641
2980,0.25181648
2984,0.069128074
2987,0.1791326
2990,0.88050306
2994,0.03483112
2998,0.12719788
2999,0.34898022
3001,0.1500286
3004,0.007859793
3005,0.3356096
3006,0.007089657
3011,0.36479923
3014,0.26310015
3020,0.5436253
3022,0.1872954
3023,0.666001
3026,0.10567005
3028,0.06701677
3029,0.65540487
3031,0.4322605
3032,0.050186686
3034,0.06490188
3037,0.06559904
3040,0.019632056
3042,0.865088
3043,0.08728045
3047,0.2223637
3048,0.28409857
3053,0.06336702
3056,0.017100845
3057,0.055448428
3058,0.061442424
3059,0.09575204
3065,0.07655792
3071,0.12816471
3075,0.10972433
3077,0.3305623
3078,-0.013243608
3082,0.05909249
3083,-0.01800764
3087,0.89213055
3088,0.8602014
3089,0.56173724
3091,0.24052131
3092,0.11181657
3093,-0.0026957395
3095,0.18100348
3098,0.044489916
3103,0.10883835
3104,0.06652301
3105,0.8282808
3114,0.5653703
3118,0.2208373
3119,0.06430385
3123,0.10611716
3125,1.0366349
3133,0.2846219
3143,0.19816333
3145,0.3613201
3147,0.0077353567
3148,0.06552554
3150,0.43724182
3156,0.08385729
3159,0.14518544
3160,0.8165316
3163,1.0297312
3164,0.019209346
3165,0.047387622
3166,0.965691
3168,0.5889229
3170,0.03128799
3171,0.13171916
3177,0.0036443777
3178,0.66409963
3180,0.30830526
3185,0.14914648
3190,0.46651918
3191,0.46725875
3192,0.037581455
3193,0.16453451
3196,0.07751975
3197,0.2637294
3199,0.16106391
3206,0.18449795
3211,-0.026977861
3216,0.8531313
3217,0.11260762
3218,0.10405728
3221,0.14129394
3223,0.21071695
3229,-0.003913643
3230,0.1521824
3233,0.035310715
3235,0.035755713
3236,0.06909844
3242,0.19119741
3246,0.77919143
3250,0.16462888
3252,0.06342814
3258,0.10376417
3260,0.3101727
3262,0.05580865
3266,0.2304818
3267,0.32539538
3268,0.034735326
3270,0.0924989
3280,0.024239287
3281,0.010908602
3282,0.7296829
3283,0.08035303
3284,0.040084187
3285,0.027687335
3286,-0.0038875057
3287,0.0061999992
3288,0.15620327
3289,0.08161813
3291,1.0043181
3292,0.106415994
3293,0.8891945
3295,0.33235398
3296,0.79890954
3297,0.063073546
3306,0.16449288
3311,-0.0016034406
3312,0.4074616
3314,0.14960782
3318,0.07626128
3321,1.0338838
3325,-0.035700213
3329,0.41828623
3330,0.11500558
3332,0.8460384
3333,0.06037635
3334,0.30854082
3336,-0.009348661
3338,0.037914615
3339,0.22715636
3340,0.10192294
3341,0.9076381
3342,-0.019072702
3344,0.15860862
3345,-0.019976903
3347,0.1107469
3348,0.58253723
3350,0.051141463
3351,-0.002854081
3352,0.2068337
3354,0.46039367
3357,0.34173742
3358,0.028802425
3361,-0.030727515
3367,0.5833109
3371,0.057501666
3374,0.92150503
3375,0.08357304
3378,0.013162504
3382,0.95026875
3385,-0.035665255
3388,0.04310765
3389,-0.11373278
3391,0.20327134
3392,0.40703735
3394,0.9254292
3395,0.33934757
3397,0.1384653
3399,0.1688766
3402,0.07443693
3404,-0.011549779
3409,0.06397845
3410,0.6802113
3411,0.79976344
3414,0.48969257
3417,0.14889735
3418,0.109484956
3420,0.23720047
3428,0.08378302
3429,0.33074886
3432,0.036425386
3437,0.96490914
3439,0.013436001
3444,0.9574302
3448,0.08668716
3449,-0.009674951
3452,0.00903363
3454,0.05657428
3461,0.46131203
3463,0.99867296
3464,0.2733407
3465,0.04859055
3466,0.78573406
3472,0.79059917
3473,0.0999416
3474,0.31538057
3475,0.6037787
3476,0.37022653
3477,0.7962067
3481,0.34944275
3482,0.104944326
3483,-0.017961215
3489,0.13747327
3494,-0.027364768
3495,0.08397303
3498,0.9218952
3505,0.06972471
3507,0.45192316
3510,0.121410325
3512,-0.008489626
3515,0.47744426
3516,0.7236152
3519,0.08478127
3525,0.1428703
3527,0.062150493
3529,-0.0072028083
3532,0.5699696
3533,0.11368533
3536,0.7045711
3537,0.07873678
3538,-0.009161258
3539,-0.010929774
3540,0.57280463
3541,0.086106904
3548,-0.0067861746
3550,0.09708107
3551,0.75236607
3553,0.17521752
3554,0.09399971
3557,0.016913319
3565,0.18356617
3572,0.037351612
3573,1.0189973
3574,0.567132
3577,0.06341095
3579,0.049114812
3580,0.13222603
3582,0.9288917
3583,0.14785627
3585,0.67051333
3590,0.016868982
3594,0.3548875
3596,0.15281257
3597,0.14762431
3601,0.028250339
3608,0.1934951
3609,1.0578817
3610,0.13033637
3611,0.31693846
3614,0.009370158
3619,-0.011781877
3621,0.7703504
3625,0.1763629
3627,0.0009879166
3629,0.8342086
3633,0.08177938
3635,0.647032
3638,0.040274434
3642,0.19469109
3645,0.07225488
3648,-0.027384844
3653,0.5410767
3655,0.060234938
3656,-0.0062528984
3657,1.0444044
3660,0.46346304
3665,0.47521135
3667,0.1594014
3668,0.01668266
3672,0.45612442
3673,0.8510635
3676,0.021526875
3677,0.20994462
3678,0.22930333
3683,0.035576366
3686,0.15232332
3687,0.19482963
3688,0.06759207
3692,0.27214694
3693,0.5828261
3695,0.06909818
3698,0.12388121
3699,0.08429323
3700,0.13187641
3701,0.056358427
3702,0.2384696
3704,0.04213788
3706,0.15534166
3716,0.6804605
3717,0.088070646
3720,0.027696311
3722,0.49876586
3724,-0.005728143
3726,0.48053086
3730,0.57304305
3731,0.31773633
3733,0.34961677
3734,0.34244478
3735,0.5006154
3736,0.09783549
3737,0.009345518
3740,0.0004381164
3743,0.15954831
3744,-0.008244027
3747,0.14113969
3748,0.7843064
3749,0.15516086
3750,0.083749905
3751,0.5565748
3757,0.9793547
3758,0.030832926
3763,0.05328388
3765,0.2351821
3766,0.18867685
3768,0.039708942
3769,0.018309878
3770,0.05494773
3772,0.82382095
3774,0.18729696
3778,0.20532055
3779,-0.020429313
3780,0.9580806
3784,0.05333323
3785,0.44367173
3787,0.7851743
3796,0.24856354
3798,0.024384275
3800,0.41683242
3801,0.088849835
3805,0.19469957
3806,0.17620987
3808,-0.029164877
3809,0.72166526
3810,1.0659697
3811,0.47626412
3812,0.062413912
3815,0.04013573
3816,0.5991884
3817,0.15826225
3819,0.12153834
3820,0.026542323
3822,0.02624818
3823,0.70463985
3826,0.3662436
3827,0.1813151
3829,0.09065582
3830,0.022344613
3833,0.056010913
3834,0.8864575
3835,-0.021920148
3836,1.0819201
3837,0.00501981
3843,0.30349872
3844,0.31604904
3845,0.8656197
3846,0.008549527
3847,0.22142369
3849,0.04552887
3852,0.1667467
3853,0.05275502
3854,0.8845372
3856,0.060711082
3857,0.23806143
3858,0.2611161
3859,0.110172614
